Find 13459 frequent item sets !!!
Including 157 1-item frequent set
rubbing alcohol, support: 10
margarine, whole milk, domestic eggs, support: 51
margarine, soda, pip fruit, support: 15
margarine, pip fruit, rolls/buns, support: 18
bottled water, margarine, pip fruit, support: 18
margarine, pip fruit, tropical fruit, support: 23
margarine, pip fruit, yogurt, support: 26
margarine, root vegetables, pip fruit, support: 28
margarine, pip fruit, other vegetables, support: 35
margarine, whole milk, pip fruit, support: 39
margarine, soda, tropical fruit, support: 20
margarine, bottled water, tropical fruit, support: 23
margarine, root vegetables, tropical fruit, support: 23
margarine, tropical fruit, rolls/buns, support: 29
margarine, tropical fruit, other vegetables, support: 39
margarine, tropical fruit, yogurt, support: 40
margarine, whole milk, tropical fruit, support: 44
margarine, soda, root vegetables, support: 22
margarine, soda, bottled water, support: 24
margarine, soda, other vegetables, support: 26
margarine, soda, yogurt, support: 28
margarine, soda, rolls/buns, support: 31
margarine, soda, whole milk, support: 37
margarine, root vegetables, bottled water, support: 28
margarine, bottled water, other vegetables, support: 34
margarine, bottled water, rolls/buns, support: 35
margarine, bottled water, yogurt, support: 35
margarine, whole milk, bottled water, support: 49
margarine, root vegetables, rolls/buns, support: 28
margarine, root vegetables, yogurt, support: 34
margarine, root vegetables, whole milk, support: 49
margarine, root vegetables, other vegetables, support: 58
margarine, rolls/buns, yogurt, support: 45
margarine, other vegetables, yogurt, support: 56
margarine, whole milk, yogurt, support: 69
other vegetables, margarine, rolls/buns, support: 51
margarine, whole milk, rolls/buns, support: 78
margarine, whole milk, other vegetables, support: 91
frankfurter, canned beer, rolls/buns, support: 11
frankfurter, canned beer, other vegetables, support: 11
frankfurter, root vegetables, newspapers, support: 11
frankfurter, newspapers, tropical fruit, support: 11
frankfurter, other vegetables, newspapers, support: 18
frankfurter, whole milk, newspapers, support: 20
frankfurter, newspapers, rolls/buns, support: 20
frankfurter, bottled water, fruit/vegetable juice, support: 10
frankfurter, pip fruit, fruit/vegetable juice, support: 12
frankfurter, shopping bags, fruit/vegetable juice, support: 12
frankfurter, fruit/vegetable juice, pastry, support: 14
frankfurter, fruit/vegetable juice, rolls/buns, support: 15
frankfurter, other vegetables, fruit/vegetable juice, support: 16
frankfurter, soda, fruit/vegetable juice, support: 16
frankfurter, fruit/vegetable juice, yogurt, support: 17
frankfurter, tropical fruit, fruit/vegetable juice, support: 18
frankfurter, whole milk, fruit/vegetable juice, support: 28
frankfurter, bottled water, bottled beer, support: 12
frankfurter, root vegetables, bottled beer, support: 15
frankfurter, other vegetables, bottled beer, support: 17
frankfurter, rolls/buns, bottled beer, support: 18
frankfurter, whole milk, bottled beer, support: 27
frankfurter, whipped/sour cream, soda, support: 11
frankfurter, whipped/sour cream, pip fruit, support: 12
frankfurter, whipped/sour cream, sausage, support: 12
frankfurter, whipped/sour cream, bottled water, support: 12
frankfurter, whipped/sour cream, citrus fruit, support: 15
frankfurter, whipped/sour cream, root vegetables, support: 16
frankfurter, whipped/sour cream, domestic eggs, support: 18
frankfurter, whipped/sour cream, rolls/buns, support: 21
frankfurter, whipped/sour cream, tropical fruit, support: 22
frankfurter, whipped/sour cream, yogurt, support: 23
frankfurter, whipped/sour cream, other vegetables, support: 30
frankfurter, whipped/sour cream, whole milk, support: 30
frankfurter, citrus fruit, brown bread, support: 10
frankfurter, citrus fruit, sausage, support: 12
frankfurter, citrus fruit, tropical fruit, support: 13
frankfurter, citrus fruit, pip fruit, support: 13
frankfurter, citrus fruit, domestic eggs, support: 15
frankfurter, citrus fruit, root vegetables, support: 17
frankfurter, citrus fruit, yogurt, support: 17
frankfurter, citrus fruit, rolls/buns, support: 20
frankfurter, citrus fruit, other vegetables, support: 29
frankfurter, citrus fruit, whole milk, support: 31
frankfurter, domestic eggs, pastry, support: 11
frankfurter, sausage, domestic eggs, support: 12
frankfurter, domestic eggs, brown bread, support: 12
frankfurter, shopping bags, domestic eggs, support: 13
frankfurter, soda, domestic eggs, support: 13
frankfurter, pip fruit, domestic eggs, support: 16
frankfurter, domestic eggs, tropical fruit, support: 16
frankfurter, domestic eggs, yogurt, support: 17
frankfurter, root vegetables, domestic eggs, support: 18
frankfurter, domestic eggs, rolls/buns, support: 20
frankfurter, other vegetables, domestic eggs, support: 29
frankfurter, whole milk, domestic eggs, support: 34
frankfurter, brown bread, tropical fruit, support: 11
frankfurter, soda, brown bread, support: 11
frankfurter, brown bread, bottled water, support: 12
frankfurter, shopping bags, brown bread, support: 12
frankfurter, brown bread, rolls/buns, support: 14
frankfurter, root vegetables, brown bread, support: 14
frankfurter, sausage, brown bread, support: 15
frankfurter, pip fruit, brown bread, support: 15
frankfurter, other vegetables, brown bread, support: 20
frankfurter, brown bread, yogurt, support: 22
frankfurter, whole milk, brown bread, support: 27
frankfurter, pip fruit, bottled water, support: 10
frankfurter, shopping bags, pip fruit, support: 12
frankfurter, pip fruit, pastry, support: 13
frankfurter, sausage, pip fruit, support: 14
frankfurter, pip fruit, rolls/buns, support: 14
frankfurter, root vegetables, pip fruit, support: 16
frankfurter, soda, pip fruit, support: 17
frankfurter, pip fruit, tropical fruit, support: 23
frankfurter, pip fruit, yogurt, support: 25
frankfurter, whole milk, pip fruit, support: 33
frankfurter, other vegetables, pip fruit, support: 36
frankfurter, shopping bags, bottled water, support: 10
frankfurter, root vegetables, bottled water, support: 12
frankfurter, bottled water, pastry, support: 12
frankfurter, bottled water, tropical fruit, support: 13
frankfurter, sausage, bottled water, support: 15
frankfurter, other vegetables, bottled water, support: 18
frankfurter, bottled water, yogurt, support: 22
frankfurter, soda, bottled water, support: 23
frankfurter, whole milk, bottled water, support: 26
frankfurter, bottled water, rolls/buns, support: 30
frankfurter, shopping bags, yogurt, support: 12
frankfurter, shopping bags, pastry, support: 13
frankfurter, shopping bags, tropical fruit, support: 14
frankfurter, sausage, shopping bags, support: 14
frankfurter, root vegetables, shopping bags, support: 17
frankfurter, other vegetables, shopping bags, support: 22
frankfurter, soda, shopping bags, support: 24
frankfurter, whole milk, shopping bags, support: 26
frankfurter, shopping bags, rolls/buns, support: 31
frankfurter, root vegetables, pastry, support: 16
frankfurter, tropical fruit, pastry, support: 17
frankfurter, sausage, pastry, support: 20
frankfurter, soda, pastry, support: 25
frankfurter, pastry, yogurt, support: 27
frankfurter, pastry, rolls/buns, support: 28
frankfurter, other vegetables, pastry, support: 29
frankfurter, whole milk, pastry, support: 39
frankfurter, soda, tropical fruit, support: 16
frankfurter, sausage, tropical fruit, support: 20
frankfurter, root vegetables, tropical fruit, support: 27
frankfurter, tropical fruit, rolls/buns, support: 29
frankfurter, tropical fruit, yogurt, support: 29
frankfurter, other vegetables, tropical fruit, support: 39
frankfurter, whole milk, tropical fruit, support: 51
frankfurter, soda, sausage, support: 22
frankfurter, sausage, yogurt, support: 24
frankfurter, sausage, root vegetables, support: 25
frankfurter, other vegetables, sausage, support: 31
frankfurter, sausage, whole milk, support: 35
frankfurter, sausage, rolls/buns, support: 38
frankfurter, soda, root vegetables, support: 16
frankfurter, root vegetables, yogurt, support: 32
frankfurter, root vegetables, rolls/buns, support: 34
frankfurter, other vegetables, root vegetables, support: 39
frankfurter, root vegetables, whole milk, support: 50
frankfurter, soda, yogurt, support: 28
frankfurter, rolls/buns, yogurt, support: 41
frankfurter, other vegetables, yogurt, support: 48
frankfurter, whole milk, yogurt, support: 61
frankfurter, other vegetables, soda, support: 32
frankfurter, soda, whole milk, support: 33
frankfurter, soda, rolls/buns, support: 38
frankfurter, other vegetables, rolls/buns, support: 55
frankfurter, other vegetables, whole milk, support: 75
frankfurter, whole milk, rolls/buns, support: 59
canned beer, shopping bags, domestic eggs, support: 14
canned beer, domestic eggs, other vegetables, support: 16
canned beer, whole milk, domestic eggs, support: 18
soda, domestic eggs, bottled beer, support: 11
root vegetables, domestic eggs, bottled beer, support: 12
domestic eggs, rolls/buns, bottled beer, support: 12
domestic eggs, yogurt, bottled beer, support: 13
bottled water, domestic eggs, bottled beer, support: 18
other vegetables, domestic eggs, bottled beer, support: 26
whole milk, domestic eggs, bottled beer, support: 29
domestic eggs, brown bread, pastry, support: 10
sausage, domestic eggs, brown bread, support: 12
domestic eggs, brown bread, fruit/vegetable juice, support: 13
pip fruit, domestic eggs, brown bread, support: 13
tropical fruit, domestic eggs, brown bread, support: 14
citrus fruit, domestic eggs, brown bread, support: 14
shopping bags, domestic eggs, brown bread, support: 14
domestic eggs, brown bread, yogurt, support: 15
domestic eggs, brown bread, rolls/buns, support: 17
root vegetables, domestic eggs, brown bread, support: 18
soda, domestic eggs, brown bread, support: 24
other vegetables, domestic eggs, brown bread, support: 25
whole milk, domestic eggs, brown bread, support: 40
newspapers, domestic eggs, tropical fruit, support: 10
newspapers, soda, domestic eggs, support: 11
newspapers, domestic eggs, rolls/buns, support: 11
newspapers, domestic eggs, pastry, support: 13
newspapers, domestic eggs, bottled water, support: 14
newspapers, domestic eggs, yogurt, support: 15
newspapers, root vegetables, domestic eggs, support: 17
newspapers, sausage, domestic eggs, support: 18
newspapers, other vegetables, domestic eggs, support: 24
newspapers, whole milk, domestic eggs, support: 29
domestic eggs, fruit/vegetable juice, pastry, support: 10
sausage, domestic eggs, fruit/vegetable juice, support: 13
citrus fruit, domestic eggs, fruit/vegetable juice, support: 16
bottled water, domestic eggs, fruit/vegetable juice, support: 16
whipped/sour cream, domestic eggs, fruit/vegetable juice, support: 17
pip fruit, domestic eggs, fruit/vegetable juice, support: 18
soda, domestic eggs, fruit/vegetable juice, support: 19
domestic eggs, fruit/vegetable juice, rolls/buns, support: 21
tropical fruit, domestic eggs, fruit/vegetable juice, support: 23
root vegetables, domestic eggs, fruit/vegetable juice, support: 25
domestic eggs, fruit/vegetable juice, yogurt, support: 25
other vegetables, domestic eggs, fruit/vegetable juice, support: 34
whole milk, domestic eggs, fruit/vegetable juice, support: 47
pip fruit, domestic eggs, shopping bags, support: 13
pip fruit, domestic eggs, rolls/buns, support: 13
pip fruit, domestic eggs, pastry, support: 13
soda, pip fruit, domestic eggs, support: 14
sausage, pip fruit, domestic eggs, support: 17
citrus fruit, pip fruit, domestic eggs, support: 19
whipped/sour cream, pip fruit, domestic eggs, support: 19
pip fruit, domestic eggs, tropical fruit, support: 23
pip fruit, domestic eggs, root vegetables, support: 26
pip fruit, domestic eggs, yogurt, support: 26
other vegetables, pip fruit, domestic eggs, support: 39
pip fruit, domestic eggs, whole milk, support: 53
bottled water, domestic eggs, pastry, support: 13
root vegetables, domestic eggs, pastry, support: 14
whipped/sour cream, domestic eggs, pastry, support: 14
citrus fruit, domestic eggs, pastry, support: 15
sausage, domestic eggs, pastry, support: 15
tropical fruit, domestic eggs, pastry, support: 16
shopping bags, domestic eggs, pastry, support: 16
soda, domestic eggs, pastry, support: 22
domestic eggs, pastry, yogurt, support: 23
domestic eggs, pastry, rolls/buns, support: 29
other vegetables, domestic eggs, pastry, support: 40
whole milk, domestic eggs, pastry, support: 41
shopping bags, domestic eggs, tropical fruit, support: 13
whipped/sour cream, shopping bags, domestic eggs, support: 14
shopping bags, domestic eggs, root vegetables, support: 14
citrus fruit, shopping bags, domestic eggs, support: 14
bottled water, shopping bags, domestic eggs, support: 15
sausage, shopping bags, domestic eggs, support: 16
shopping bags, domestic eggs, yogurt, support: 22
shopping bags, domestic eggs, rolls/buns, support: 25
