,items
3719,"{'k', 'wc', ':splat', 'll', 'md', '>', '!', 'cp', 'm', 'vi', '-nu', 'cd', 'echo', 'man', 'touch', 'sort', '&', '-print', 'tail', '<GENSYM:12>/scan', 'make', '<1>', 'meta.pl', '<2>', '-l', '-t', '-h', '-1000', '-', '-m', '-name', '<GENSYM:16>/prepare_data.sh', 'setenv', '${?FOO}', 'find', '|', 'foreach', '(', '.', '<3>', '-d', 'rm', '-M'}"
3720,"{'z', 'pine'}"
3721,"{'cd', '<1>', 'z', 'll', 'matlab'}"
3722,"{'z', 'cd', '<1>', 'latex'}"
3723,"{'cd', '<1>', 'z', 'xdvi', '&', '-kd', 'my_latex'}"
3724,"{'vf', 'll', '>', 'cp', 'm', 'vi', 'cd', 'man', 'pop', '<4>', '-print', 'unsetenv', 'ct', '<1>', '<2>', 'paste', 'fg', '-', '-name', 'matlab', 'dvips', 'find', 'pwd', 'f', 'push', '-kd', 'my_latex', 'rm'}"
3725,"{'<1>', 'f', 'date', 'pine', 'findall'}"
3726,"{'z', 'X'}"
3727,"{'z', 'pine'}"
3728,"{'k', 'w', 'll', 'm', 'vi', 'cd', 'man', 'pop', '-s', 'ct', 'xlock', '<1>', '<2>', '-', 'telnet', 'l', 'f', 'z', '-mode', 'rm'}"
3729,"{'mv', 'cd', '<1>', '<2>', 'paste', '<4>', 'll', '-print', 'xdvi', 'fg', '>', 'matlab', '-name', 'cp', 'm', 'find', 'rm'}"
3730,"{'cd', '<1>', '<2>', 'z', 'xdvi', '&', '-kd', 'dvips', 'my_latex', 'cp'}"
3731,"{'z', 'pine'}"
3732,"{'z', 'X'}"
3733,{'z'}
3734,"{'z', 'pine'}"
3735,"{'cd', '-mode', '<1>', 'xlock'}"
3736,"{'cd', '<1>', '<2>', 'z', 'xdvi', '&', '-kd', 'dvips', 'my_latex', 'cp'}"
3737,{'slirp'}
3738,"{'cd', '<1>', 'k', 'pine', 'fg'}"
3739,"{'<1>', 'PINE', 'f', 'finda', 'pine'}"
3740,"{'af', '<1>', 'X'}"
3741,"{'<1>', 'kill', 'spy', 'll', 'm', 'ct'}"
3742,"{'z', '<1>', 'spy', 'kill'}"
3743,"{'cd', '<1>', 'k', 'X', 'man', 'af', 'chmod', 'z', 'll', 'ls', '<3>', 'm', 'vi', 'file', 'ct'}"
3744,{'z'}
3745,{'z'}
3746,"{'z', 'pine'}"
3747,"{'ph', '<', 'your', 'Sirs:', 'Subject:', '<10>', 'Lisa', '>', '<GENSYM:30>', 'vi', 'EST', 'recognised', '<8>', 'cd', 'xbiff', 'This', '<GENSYM:31>', 'From', '&', '<GENSYM:27>', 'To:', '<1>', '<6>', '<2>', 'Our', '<5>', '<GENSYM:29>', '-0500', ')', 'mv', 'z', 'chmod', 'Date:', 'extent', '(', 'From:', '<GENSYM:28>', '<3>'}"
3748,{'z'}
3749,"{'stroke_test', 'z'}"
3750,"{'cd', '<1>', '<2>', 'chgrp', 'z', 'chmod', 'zl', 'll'}"
3751,{'z'}
3752,"{'z', 'X'}"
3753,"{'z', '-mode', '<1>', 'xlock'}"
3754,{'z'}
3755,"{'z', 'pine'}"
3756,"{'z', 'X'}"
3757,"{'<GENSYM:24>/talk', 'cd', '<1>', 'newgrp', '<2>', 'man', 'z', 'talk', '<GENSYM:11>/talk', '-k', 'll', '-print', 'which', '-name', 'find'}"
3758,"{'z', 'pine'}"
3759,"{'tty', 'mesg', 'pty'}"
3760,"{'k', '-i', 'll', 'md', 'm', 'grep', 'cd', '<GENSYM:32>/lib', 'ct', '<1>', '<2>', 'zcat', '<GENSYM:1>/configure', '-', 'xv', 'tar', '|', 'f', 'z'}"
3761,"{'cd', '<1>', '<2>', 'chmod', 'll', 'md'}"
3762,"{'z', 'X'}"
3763,"{'mv', 'cd', '<1>', 'uc', '-l', '<2>', 'z', 'pop', 'com', 'll', 'md', 'push', 'bc', 'ls', 'gv', 'm', 'vi', 'ct'}"
3764,"{'z', 'pine'}"
3765,"{'<1>', 'z', 'pine', 'findall', 'spy'}"
3766,"{'z', 'ph', '<1>', 'pine'}"
3767,{'z'}
3768,"{'cd', '<1>', '<2>', 'reset', '(', 'll', 'pine', '-print', '<3>', '-name', 'm', 'find', '-o', 'ct'}"
3769,"{'z', 'cd', '<1>', 'k'}"
3770,"{'cd', '<1>', 'z', 'll', 'pine', 'fg', 'm'}"
3771,"{'z', 'X'}"
3772,"{'k', '-i', 'll', 'md', 'which', 'm', 'grep', 'cd', 'uudecode', 'man', 'pop', 'ct', '<1>', '<2>', 'tar', 'rep', 'mv', '|', 'z', 'push', '`'}"
3773,"{'z', 'pine'}"
3774,"{'df', '<1>', '-l', 'f', 'z', '-k', 'bc', 'findall', 'math'}"
3775,"{'<', 'll', '>', '!', 'm', 'vi', 'cd', '-f2', '-f', 'lkl', 'findall', '>>', 'cat', 'spy', '<1>', '<2>', 'pine', 'fg', 'matlab', 'uptime', 'mv', 'z', 'chmod', 'cut', 'rm'}"
3776,"{'z', 'pine'}"
3777,"{'df', 'cd', '<1>', 'z', '-k', 'll'}"
3778,"{'|', '<1>', 'z', '-50', 'tail', 'm'}"
3779,"{'cd', '<1>', 'k', '<2>', 'f', 'pine', 'll', 'exit', 'telnet'}"
3780,{'slirp'}
3781,"{'emacs', '|', '<1>', '-nw', 'cd', 'k', 'pine', 'll', 'tail', 'fg', 'm', '-100'}"
3782,"{'cd', '<1>', 'k', 'reset', 'z', '25', 'c', 'pine'}"
3783,"{'z', 'pine'}"
3784,"{'z', 'X', 'pine'}"
3785,"{'z', 'ph', '<1>', 'f'}"
3786,"{'z', 'pine'}"
3787,"{'cd', '<1>', '<2>', 'kk', 'z', 'll', 'md', 'telnet'}"
3788,"{'<1>', 'view', 'fg', 'pine'}"
3789,"{'mv', 'lpr', '<1>', '-P', '<2>', 'z', 'chmod', 'ncftp', 'll', 'lpq', 'fg', '-u', 'lock', 'vi', 'r', 'ct'}"
3790,"{'cd', '<1>', 'newgrp', 'z', 'll', 'pine', 'ncftp', 'm', 'rm'}"
3791,"{'mv', 'cd', '<1>', '|', 'make', '<2>', 'z', 'chmod', 'zcat', 'll', 'md', 'fg', '-', 'lock', 'm', 'vi', 'tar'}"
3792,"{'z', 'X'}"
3793,"{'mv', 'cd', '<1>', 'newgrp', 'k', '<2>', 'f', 'z', 'pop', 'll', 'md', 'ct'}"
3794,"{'z', '<1>', 'newgrp'}"
3795,"{'z', 'pine'}"
3796,"{'k', 'll', 'cp', 'm', 'vi', 'cd', 'manke', '&', 'make', '<1>', '<2>', 'zcat', '-R', '<GENSYM:1>/configure', 'xv', '-', 'tar', 'mv', 'ln', '|', 'z', 'chmod', '<3>', 'umask'}"
3797,"{'mv', 'cd', '<1>', '<2>', 'z', 'chmod', '-R', 'll', 'md', '<3>', 'chown'}"
3798,{'slirp'}
3799,"{'<1>', 'f', 'pine'}"
3800,"{'cd', '<1>', 'k', 'z', 'll', 'pine'}"
3801,"{'m', '<1>', 'fg', 'pine'}"
3802,"{'slirp', 'sliep'}"
3803,"{'<1>', 'telnet', 'pine'}"
3804,"{'cd', '<1>', 'k', 'X', 'z', 'file', 'll', 'm', 'r', 'ct'}"
3805,"{'z', 'pine'}"
3806,"{'z', '<1>', 'r'}"
3807,"{'cd', '<1>', '<2>', 'pine', 'll', 'tail', 'cp'}"
3808,"{'z', '-mode', '<1>', 'xlock'}"
3809,"{'z', 'X'}"
3810,"{'cd', '<1>', 'newgrp', 'k', '<2>', 'z', 'pop', 'zl', 'll', '-print', 'push', '-name', 'm', 'find', 'ct'}"
3811,"{'z', 'pine'}"
3812,"{'uc', 'pgp', 'k', 'll', 'cp', 'm', 'tstr', 'file', 'cd', 'lpstat', 'unrm', 'man', 'pop', 'rd', 'ncftp', 'gv', 'ct', '<1>', '<2>', 'lwinfo', '-', 'tar', 'mv', 'kk', 'z', 'com', 'push', '`', 'rm', 'lan'}"
3813,"{'emacs', 'cd', '<1>', '-nw', 'k', '<2>', 'z', 'chmod', 'll', 'cp'}"
3814,{'pine'}
3815,"{'cd', '<1>', '<2>', 'kk', 'write', 'll', 'pine', 'findall', 'tail', 'mailx', 'm', 'vi', 'nn'}"
3816,{'pine'}
3817,{'pine'}
3818,"{'z', 'X'}"
3819,"{'ll', 'makeinfo', 'm', 'vi', '\\man', 'cd', 'echo', 'man', 'du', 'ct', 'df', '<1>', '<2>', 'zcat', '-', 'setenv', 'tar', 'mv', '|', 'z', 'chmod', '-k', 'kinit', 'rm'}"
3820,"{'z', 'pine'}"
3821,"{'-l', 'z', 'r', '<2>'}"
3822,"{'z', '<1>', 'r'}"
3823,{'pine'}
3824,"{'z', 'X'}"
3825,{'z'}
3826,{'z'}
3827,"{'cd', '<1>', 'z', 'll', 'pine'}"
3828,{'pine'}
3829,{'z'}
3830,"{'<1>', 'z', '>', 'fg', 'cat', 'rm', 'm', 'vi', 'math', 'ct', 'nslookup'}"
3831,{'slirp'}
3832,"{'cd', '<1>', 'ln', '<2>', 'f', 'reset', '-s', '25', 'pine', 'fg', 'telnet'}"
3833,"{'z', 'X'}"
3834,"{'cd', '<1>', 'k', '<2>', 'chgrp', 'z', 'chmod', 'll', 'cp', 'vi', 'chown'}"
3835,"{'z', 'pine'}"
3836,"{'<', 'k', 'll', 'md', 'm', 'vi', 'cd', 'ct', '<1>', '-l', '<2>', '-', 'mailx', 'telnet', 'mv', 'emacsclient', 'f', 'z', 'bc', '<3>'}"
3837,"{'cd', '<1>', 'z', 'll', 'pine', 'which', 'vi'}"
3838,"{'z', 'pine'}"
3839,"{'z', 'X'}"
3840,"{'z', 'pine'}"
3841,"{'cd', '<1>', 'k', 'ruptime', 'z', 'll', 'md', 'm', 'rm'}"
3842,"{'emacs', '-nw', 'ph', 'cd', '<1>', 'll', 'vi'}"
3843,{'pine'}
3844,"{'<1>', 'fg', 'f', 'pine'}"
3845,"{'z', 'X'}"
3846,"{'z', 'pine'}"
3847,"{'cd', '<1>', 'pgp', 'k', 'z', 'll', '>>', 'cat', 'm', 'vi', 'ct'}"
3848,"{'cd', '<1>', 'z', '-h', 'll', '<GENSYM:12>/scan'}"
3849,"{'cd', '<1>', 'k', 'qu', 'll', 'pine', 'telnet'}"
3850,"{'cd', '<1>', '<2>', 'qu', 'chmod', 'll', 'du', 'unset', 'set', 'm', 'rm'}"
3851,"{'uc', 'k', 'll', 's', 'md', '>', 'which', 'cp', 'm', 'vi', 'cd', 'rd', 'ct', 'emacs', '-nw', '<1>', '<2>', 'pine', 'fg', 'mailx', 'dvips', '-', 'telnet', 'tar', 'mv', 'f', 'chmod', 'com', 'uuencode', '<3>', 'rm'}"
3852,"{'z', 'X'}"
3853,"{'<1>', 'z', 'pine', 'which', 'vi'}"
3854,"{'-rf', 'cd', '<1>', 'df', '<2>', '-k', 'll', 'du', 'mailx', 'rm'}"
3855,"{'cd', '<1>', 'k', '<2>', 'z', 'll', 'cp', 'ct'}"
3856,"{'cd', '<1>', 'z', 'll', '<3>', 'rm'}"
3857,"{'cd', '<1>', 'touch', 'll', 'ls'}"
3858,"{'emacs', '-nw', '<1>', 'cd', 'k', 'talk', '-R', 'll', '&', 'du', '>', 'which', 'fg', 'rm', 'uptime'}"
3859,"{'<GENSYM:16>/scan', 'k', 'll', 'md', '>', '!', 'cp', 'm', 'vi', 'grep', '<8>', 'llk', 'h', 'cd', '-rf', ';', 'bg', 'qu', 'man', 'rd', 'pop', '-s', '<4>', '&', 'du', '<GENSYM:1>/scan', 'gdb', 'jobs', '<GENSYM:12>/scan', 'spy', 'make', '<1>', 'df', '<6>', '-l', '-t', '<2>', 'ruptime', '-h', '-exec', 'zcat', '-c', '-', '-m', ')', '<GENSYM:1>/runall.sh', '-name', 'find', 'tar', 'uptime', 'mv', '|', 'ln', '-T', '(', '-k', '<GENSYM:33>/res', 'push', '<3>', '-d', 'rm'}"
3860,{'slirp'}
3861,"{'cd', '<1>', '<2>', 'talk', 'll', 'findall', 'tail'}"
3862,"{'z', 'date'}"
3863,"{'emacs', '-nw'}"
3864,"{'cd', '<1>', '|', 'k', '<2>', 'xargs', 'z', '<4>', 'll', '-print', '>', '!', '-name', 'find'}"
3865,{'slirp'}
3866,"{'emacs', '-nw', '<1>', 'mv', '<2>', 'emacs-nw', 'll', 'md', 'fg', 'm'}"
3867,"{'k', 'll', 'cp', 'm', 'vi', 'h', 'cd', 'qu', 'pop', '<1>', '<2>', 'fg', '-', '<GENSYM:21>/glom_data.sh', 'telnet', 'chmod', 'com', 'push', 'rm'}"
3868,"{'-HUP', '<1>', 'kill', 'z', 'jobs', 'spy'}"
3869,"{'z', '<1>', 'spy'}"
3870,{'slirp'}
3871,"{'emacs', 'cd', '<1>', '-nw', 'z', 'll', '&', '>', '!', '<GENSYM:21>/glom_data.sh', '-', 'fg', 'm'}"
3872,"{'emacs', 'cd', '<1>', '-nw', 'k', 'X', 'z', 'll'}"
3873,"{'ph', '<', 'k', 'll', 'which', 'cp', 'm', 'vi', 'cd', ';', 'uudecode', 'man', 'rd', '-s', 'du', '>>', 'cat', 'ct', '<1>', '<2>', '-', ')', 'tar', 'mv', '|', 'ln', 'chmod', '(', '<3>', '<GENSYM:1>/pine2emacs', 'rm'}"
3874,"{'k', 'll', 'm', 'tstr', 'cd', ';', 'qu', 'du', 'cat', 'gdb', 'ct', '<1>', '<2>', 'zcat', 'fg', '-', ')', 'tar', 'mv', '|', 'f', 'z', 'chmod', 'com', '(', '`', 'rm'}"
3875,"{'-a', 'z', 'kbd_mode', 'reset'}"
3876,"{'cd', '<1>', 'k', 'z', 'll'}"
3877,{'slirp'}
3878,"{'emacs', '-nw', 'findall', 'z'}"
3879,"{'cd', '<1>', 'k', '<2>', 'f', 'ruptime', 'z', 'talk', 'll', '&', '>', '!', '<GENSYM:21>/glom_data.sh', '-'}"
3880,"{'lynx', 'slirp'}"
3881,{'z'}
3882,{'slirp'}
3883,"{'cd', '<1>', 'm', 'll'}"
3884,{'slirp'}
3885,"{'emacs', '-nw', '<1>', 'f', 'talk', 'findall', 'fg'}"
3886,"{'z', 'X'}"
3887,"{'cd', '<1>', '|', 'k', '<2>', 'z', 'zcat', 'll', '-', 'tar', 'grep'}"
3888,"{'cd', '<1>', 'k', '<2>', 'z', 'll', 'findall', 'cp'}"
3889,"{'emacs', '-nw', 'z'}"
3890,"{'emacs', '-nw', '<1>', 'f', 'X', 'z', 'fg'}"
3891,"{'z', 'cd', '<1>', 'll'}"
3892,"{'cd', '<1>', 'k', 'z', 'll'}"
3893,"{'k', '<GENSYM:1>/makeinfo', 'chgrp', 'll', 'md', 'which', 'vi', 'grep', 'cd', 'echo', 'qu', 'man', '-s', 'ncftp', '--no-split', 'ct', 'emacs', 'make', '<1>', '-nw', '<2>', 'zcat', '-c', 'fg', '-', 'tar', 'mv', '|', 'ln', 'chmod', 'rm'}"
3894,"{'z', 'X'}"
3895,{'z'}
3896,"{'cd', '<1>', 'z', 'm', 'r'}"
3897,"{'<1>', 'k'}"
3898,"{'z', 'thor', 'X'}"
3899,{'z'}
3900,"{'z', '<1>', 'thor', 'k'}"
3901,"{'emacs', '-nw', '<1>', 'k', 'f'}"
3902,"{'emacs', '-nw', '<1>', 'k', 'z', 'fg'}"
3903,"{'z', 'X'}"
3904,"{'z', 'uptime'}"
3905,"{'cd', '<1>', 'k', '<2>', 'll', '&', '>', '-', '<GENSYM:21>/glom_data.sh', '!', 'm', 'rsh', 'rm', 'spy'}"
3906,"{'emacs', '-nw', '-l', '<2>', 'findall', 'r'}"
3907,{'slirp'}
3908,"{'emacs', '-nw', '<1>', '<2>', 'man', 'll', 'fg', 'unset', 'm', 'vi', 'rm', 'file'}"
3909,"{'emacs', 'df', '<1>', 'cd', '-nw', 'X', 'z', '-k', 'll', 'trouble'}"
3910,"{'df', '<1>', 'cd', 'z', '-k', 'll', 'ct'}"
3911,{'z'}
3912,"{'emacs', '-nw', '<1>', 'cd', 'k', 'pgp', '-kvv', 'll', 'findall', 'fg', 'which', 'm', '-kv', 'rm', 'ct'}"
3913,"{'emacs', '-nw'}"
3914,"{'emacs', '-nw', '<1>', 'k', '<2>', 'f', 'talk'}"
3915,"{'wc', 'll', 'tstr', 'cd', ';', 'uudecode', 'man', 'cat', 'ct', 'emacs', '-nw', '<1>', '<2>', '-l', 'fg', '-', ')', 'tar', 'mv', '|', 'z', 'com', '(', '`', 'rm'}"
3916,"{'cd', '<1>', 'k', 'z', 'll', 'findall', 'm', 'rm'}"
3917,"{'z', 'X'}"
3918,"{'mv', 'cd', '<1>', '<2>', 'z', 'chmod', 'll'}"
3919,"{'z', 'bc', '-l'}"
3920,"{'emacs', '-nw', '<1>', 'k', '<2>', 'f', 'talk', 'findall', 'fg', '-li', 'grep'}"
3921,"{'cd', '<1>', 'k'}"
3922,"{'emacs', '-nw'}"
3923,"{'z', 'X'}"
3924,"{'ph', '<1>', 'cd', '<2>', 'chgrp', 'cmod', 'chmod', '-R', 'll'}"
3925,"{'ph', 'k', 'pgp', 'll', 'md', 'thor', 'which', 'm', 'vi', '-kv', 'grep', 'cd', 'man', 'ct', '<1>', '<2>', 'f', 'kk', 'z', 'push'}"
3926,"{'z', '<1>', 'k'}"
3927,"{'cd', '<1>', 'xdvi', '&', '-kd', 'my_latex'}"
3928,"{'emacs', 'cd', '<1>', '-nw', 'll', 'fg', 'm'}"
3929,"{'z', 'X'}"
3930,{'ll'}
3931,"{'h', 'cd', '<1>', '<2>', 'z', 'foreach', 'll', '&', '-print', '<GENSYM:21>/glom_data.sh', '-name', 'm', 'find', 'rm', 'r', 'ping'}"
3932,"{'cd', '<1>', 'k', '<2>', 'z', '\\', '(', 'll', '\\*REMAILER\\*\\', ')', 'rm', 'ping'}"
3933,"{'df', '<1>', 'cd', 'elm', 'z', '-k', 'll', 'ct'}"
3934,"{'z', 'm', '<1>', 'aoed'}"
3935,"{'lw', 'cd', '<1>', 'k', 'z', 'll', 'm'}"
3936,"{'emacs', '-nw', '<1>', 'm'}"
3937,"{'ph', 'k', 'll', '>', '!', 'm', '<GENSYM:1>/collect.sh', 'vi', 'grep', '-rf', 'cd', 'pop', '-print', '&', 'df', '<1>', '-perm', 'meta.pl', '<2>', '<GENSYM:21>/run_tests.sh', '-=', 'fg', '-', '-name', '<GENSYM:21>/glom_data.sh', '-m', 'find', 'mv', 'lynx', '-il', '-k', 'push', 'rm'}"
3938,"{'cd', '<1>', '-kd', 'dvips', 'my_latex'}"
3939,"{'emacs', '-nw', '<1>', 'f', 'fg'}"
3940,"{'emacs', '-nw', '<1>', 'cd', '<2>', 'll', '&', '>', '!', '<GENSYM:21>/glom_data.sh', 'm', '<GENSYM:16>/glom_data.sh', 'rm', 'nslookup'}"
3941,"{'cd', '<1>', 'z', 'll', '<GENSYM:21>/glom_data.sh', 'm'}"
3942,"{'emacs', '-nw', '<1>', 'cd', 'k', '<GENSYM:34>/collect.sh', 'z', 'll', 'findall', 'unset', 'm', 'vi', 'rm'}"
3943,"{'z', 'X'}"
3944,"{'cd', '<1>', 'k', 'll'}"
3945,"{'k', 'chgrp', 'll', 'm', 'vi', 'cd', 'echo', '<GENSYM:25>/apa', 'tail', '-B', 'ct', '<1>', 'meta.pl', '<2>', '-l', '-dbibitems.defs', '-h', '-m', '-', 'dvips', '<GENSYM:26>/scan', 'z', 'chmod', 'bc', '<3>', '-d'}"
3946,"{'cd', '<1>', 'z', 'xdvi', '&', '-kd', 'my_latex'}"
3947,"{'z', 'X'}"
3948,"{'k', 'wc', 'll', 'md', 'm', '<GENSYM:1>/collect.sh', 'grep', 'cd', 'pop', '-s', '&', '<1>', '<2>', '-l', '-h', '<GENSYM:21>/scan', '-', '-p', 'mv', 'ln', '|', 'pwd', '-P', 'z', 'chmod', 'xdvi', 'push', '<3>'}"
3949,"{'cd', '<1>', 'k', '<2>', '<5>', 'z', 'll', '&', '>', '!', '<GENSYM:21>/glom_data.sh', 'dvips', 'cp', 'm', 'rm'}"
3950,"{'cd', '<1>', 'z', 'xdvi', '&', '-kd', 'dvips', 'my_latex'}"
3951,"{'z', 'X'}"
3952,{'z'}
3953,"{'cd', '<1>', 'xdvi', '&', 'exit'}"
3954,"{'emacs', '-nw', '<1>', 'cd', 'k', 'ln', '<2>', 'f', '-s', '-f', 'll', 'findall', 'fg', 'rm'}"
3955,"{'z', 'X'}"
3956,{'z'}
3957,"{'cd', '<1>', 'k', 'f', 'z', '-v', 'll', 'math', 'lname'}"
3958,{'slirp'}
3959,"{'cd', '<1>', '<2>', 'unrm', 'll', 'mailx', 'cp', 'ftp', 'telnet', 'rm', 'ct'}"
3960,"{'z', 'X'}"
3961,"{'k', 'll', 'md', '>', '!', 'm', 'vi', '-rf', 'cd', 'uudecode', 'man', 'rd', '<4>', '&', 'gdb', '<GENSYM:12>/scan', 'ct', 'make', '<1>', '<2>', '-l', '-t', '-h', '-m', '-', 'dbx', 'tar', 'mv', '-T', 'rm'}"
3962,"{'k', 'll', 'md', 'tstr', 'grep', 'cd', ';', 'findall', 'cat', 'ct', '<1>', '<2>', '-l', '-', ')', 'tar', 'mv', '|', 'pwd', 'z', 'com', '(', 'bc', 'push', '`'}"
3963,"{'-T', '-l', '-t', '<5>', '-m', 'exec'}"
3964,"{'-T', '-l', '-t', '<5>', '-m', 'exec'}"
3965,"{'-T', '-l', '-t', '<5>', '-c', '-m', '-d', 'exec'}"
3966,"{'z', 'X'}"
3967,"{'k', 'chgrp', 'll', 'md', 'tstr', 'r', 'cd', ';', '&', '>>', 'cat', 'ct', '<1>', '<2>', '-l', 'zcat', 'pdfread', '-', ')', 'telnet', 'tar', 'mv', '|', 'chmod', '(', '<3>', '`', 'rm'}"
3968,"{'<', 'k', '<GENSYM:35>/pdfread', 'll', 'md', '>', 'which', '<GENSYM:1>/muamde', 'm', 'vi', 'lf', 'cd', 'uudecode', 'man', 'rd', '-s', '&', '>>', 'tail', 'cat', 'ct', '-C', 'emacs', '-nw', '<1>', 'make', 'diff', '<2>', 'zcat', '-', 'telnet', 'tar', 'math', '|', 'f', 'z', '-k', '<3>', '-d', 'rm', 'nslookup'}"
3969,"{'cd', '<1>', 'k', 'af', 'exit', 'telnet'}"
3970,"{'k', 'll', '>', '!', 'm', 'cd', '<4>', '&', 'findall', 'gdb', '<GENSYM:12>/scan', 'emacs', '-nw', '<1>', '<2>', '-t', 'reset', '-h', '25', '-c', 'fg', '-m', 'telnet', '-T', '-d', '-M'}"
3971,"{'z', 'X'}"
3972,"{'cd', '<1>', 'k', '-l', '-t', '<2>', 'z', 'foreach', 'll', '&', '>', '!', 'matlab', '-d', 'm', '<GENSYM:12>/scan'}"
3973,"{'cd', '<1>', '-l', 'qu', 'z', 'wc', 'foreach', 'sort', 'll', 'traceroute', '-nu'}"
3974,{'z'}
3975,"{'z', 'X'}"
3976,"{'rlog', 'll', '>', '!', 'RES', 'vi', 'm', 'grep', 'cd', 'man', '-s', '&', '<GENSYM:12>/scan', 'make', '<1>', '<6>', '-l', '<2>', '-t', '<5>', '-h', '-c', '-', '-m', '-T', 'z', 'bc', '-d', '-M'}"
3977,"{'<1>', 'k', '<2>', 'man', 'z', '-s', '-c', '-k', 'grep', '-ic'}"
3978,"{'emacs', '-nw', '<1>', 'cd', '<2>', 'f', 'talk', 'll', 'md', 'findall', 'fg', 'uptime'}"
3979,"{'z', 'X'}"
3980,"{'<', 'k', 'zoo', 'll', 'md', 'cp', 'm', 'vi', 'r', 'grep', 'cd', '<GENSYM:36>/booz', 'man', '-f', 'ncftp', 'ct', 'make', '<1>', '<6>', '<2>', '<5>', 'fg', '-u', 'telnet', 'mv', 'f', 'sh', 'z', 'archie', 'foreach', '-k', 'unzip', '<GENSYM:1>/booz', 'rm'}"
3981,"{'k', 'll', '>', '!', 'm', '<GENSYM:1>/collect.sh', 'vi', '<8>', '-rf', 'cd', 'h', '&', '>>', '<GENSYM:16>/glom_data.sh', '<GENSYM:12>/scan', 'make', '<1>', 'meta.pl', '-l', '-t', '<5>', '<2>', '-c', '-m', '-', '<GENSYM:21>/glom_data.sh', '<GENSYM:1>/runall.sh', 'setenv', 'mv', '<GENSYM:1>/doit', '-T', 'z', 'foreach', '<3>', '-d', 'rm', '-M'}"
3982,"{'z', 'X'}"
3983,"{'cd', '<1>', 'k', '<2>', 'gdb', 'z', 'touch', 'foreach', 'll', '-print', 'md', '<GENSYM:21>/glom_data.sh', '-name', 'cp', 'm', 'find'}"
3984,"{'emacs', 'cd', '<1>', 'k', '-l', 'z', 'll', '-batch', 'ci', 'rm', '--eval'}"
3985,"{'z', 'X'}"
3986,"{'cd', '<1>', '<2>', 'f', '-i', 'z', 'grep'}"
3987,"{'cd', '<1>', 'k', 'z', 'll', 'gdb'}"
3988,"{'<3>', 'exec', '-T', '-l'}"
3989,"{'k', 'll', 'm', 'cd', '-print', 'findall', 'jobs', 'spy', 'emacs', '-nw', '<1>', '<2>', 'who', 'fg', '-name', 'find', 'uptime', 'f', 'users', 'date'}"
3990,"{'z', 'X'}"
3991,"{'<1>', 'who', 'z', 'users', 'spy'}"
3992,{'z'}
3993,"{'emacs', '-nw', '<1>', 'cd', '-l', 'man', 'z', '-f', 'll', 'md', 'bc', 'fg'}"
3994,"{'emacs', '-nw', '<1>', 'k', 'reset', 'll', 'fg', 'jobs', 'telnet'}"
3995,"{'emacs', '-nw', 'z'}"
3996,"{'z', '<1>', 'r'}"
3997,"{'z', 'X'}"
3998,"{'k', 'll', '-guxa', '>', '!', 'm', 'grep', 'cd', '&', 'spy', 'ps', '<1>', '<2>', 'who', '-h', '<GENSYM:1>/runall.sh', '<GENSYM:26>/scan', 'users', 'z'}"
3999,"{'k', 'pgp', '-kvcx', 'll', '-kvc', '>', '!', 'cp', 'm', '-kv', 'cd', '-kvv', '-print', '&', 'spy', 'make', '<1>', '<2>', '<GENSYM:1>/runall.sh', '-name', 'find', 'tar', 'mv', 'z', 'com', 'date', '<3>', 'rm'}"
4000,"{'emacs', '-nw', '<1>', 'k', 'll', 'findall', 'fg', 'rm', 'file'}"
4001,"{'cd', '<1>', '<2>', 'af', 'll', '<GENSYM:1>/slrp', 'which', 'cp', 'm'}"
4002,"{'emacs', '-nw', '<1>', 'cd', 'k', '<2>', 'mv', 'll', 'md', 'fg', 'm', 'rm', 'l'}"
4003,"{'emacs', '-nw', 'z'}"
4004,"{'emacs', '-nw'}"
4005,"{'k', 'll', '>', '!', 'cp', 'm', 'vi', 'RES', 'cd', '-s', '-print', '&', 'gdb', '<GENSYM:12>/scan', 'make', '<1>', '<6>', '-perm', '<2>', '-l', '-t', 'xargs', '-h', '<9>', '-c', '-m', '-name', '<GENSYM:21>/glom_data.sh', '-p', '<GENSYM:1>/runall.sh', 'find', '|', '-T', '-P', '<GENSYM:37>/scan', '-ls', '-S', 'foreach', '-d', '`', 'rm', '-M'}"
4006,"{'emacs', '-nw', 'slirp'}"
4007,"{'emacs', '-nw', '<1>', 'cd', '<2>', 'z', 'll', '-print', 'fg', '-name', 'find'}"
4008,{'slirp'}
4009,"{'ps', '<1>', 'users', 'who', 'z', '-guxa', 'spy'}"
4010,"{'k', 'wc', 'll', 'md', '>', 'cd', '<4>', 'emacs', '-nw', '<1>', '<6>', '-l', '<2>', 'fg', 'dvips', 'tar', 'mv', 'latex', 'uuencode', 'rm'}"
4011,"{'cd', '<1>', 'af', 'll', '<GENSYM:1>/slrp', 'm', 'rm'}"
4012,"{'emacs', '-nw', '<1>', 'k', 'fg', 'cat'}"
4013,{'exit'}
4014,"{'cd', '<1>', 'k', 'z', 'll'}"
4015,{'z'}
